Vehicle Type,Feature,Mutual_Information_Score
suv,odometer,1.9999410787780807
suv,Model,1.7367215075168518
suv,transmission,1.6516352243209642
suv,fuel,1.5902990925004534
suv,age,1.2671831914429763
suv,drive,1.2267234985190578
suv,size,1.0715304702679864
suv,manufacturer,1.050972843755936
suv,cylinders,0.9940258311362165
suv,state,0.9770470954529831
